date,employee_name,shift_start,shift_end,holiday_date,ridership,day_of_week,month,is_weekend,station_mean_ridership,station_id_STN02,station_id_STN03,station_id_STN04,station_id_STN05,weather_Cloudy,weather_Rain,weather_Storm,shift_type_morning,shift_type_night
2024-05-01,Rowena Santos,06:00,14:00,,7100.0,2,5,0,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-05-01,David Harris,14:00,22:00,,11800.0,2,5,0,11616.279069767443,False,False,False,True,False,True,False,False,False
2024-06-01,Kimberly Evans,06:00,14:00,,8700.0,5,6,1,8968.60465116279,False,False,False,False,True,False,False,True,False
2024-06-01,Joshua King,14:00,22:00,,7000.0,5,6,1,6731.395348837209,True,False,False,False,False,False,False,False,False
2024-06-01,Allan Mendoza,22:00,06:00,,7600.0,5,6,1,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-06-01,Sarah Walker,06:00,14:00,,7200.0,5,6,1,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-06-01,Henry Brooks,14:00,22:00,,12000.0,5,6,1,11616.279069767443,False,False,False,True,False,False,True,False,False
2024-07-01,Christine Flores,06:00,14:00,,6900.0,0,7,0,6731.395348837209,True,False,False,False,False,False,False,True,False
2024-07-01,Thomas Baker,14:00,22:00,,9100.0,0,7,0,8968.60465116279,False,False,False,False,True,False,False,False,False
2024-07-01,Erika Ramos,22:00,06:00,,7800.0,0,7,0,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-07-01,George Parker,06:00,14:00,,7300.0,0,7,0,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-07-01,Marvin Cruz,14:00,22:00,,11900.0,0,7,0,11616.279069767443,False,False,False,True,False,True,False,False,False
2024-08-01,Olivia Carter,06:00,14:00,,8800.0,3,8,0,8968.60465116279,False,False,False,False,False,False,False,True,False
2024-08-01,Patrick Hill,14:00,22:00,,6700.0,3,8,0,6731.395348837209,True,False,False,False,True,False,False,False,False
2024-08-01,Janine Uy,22:00,06:00,,7600.0,3,8,0,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-08-01,Edward Scott,06:00,14:00,,7200.0,3,8,0,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-08-01,Sharon Lim,14:00,22:00,,11300.0,3,8,0,11616.279069767443,False,False,False,True,False,True,False,False,False
2024-09-01,Victor Reyes,06:00,14:00,,6500.0,6,9,1,6731.395348837209,True,False,False,False,True,False,False,True,False
2024-09-01,Isabella Moore,14:00,22:00,,9000.0,6,9,1,8968.60465116279,False,False,False,False,False,False,False,False,False
2024-09-01,Noel Garcia,22:00,06:00,,7700.0,6,9,1,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-09-01,Anthony Perez,06:00,14:00,,7100.0,6,9,1,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-09-01,Rebecca Adams,14:00,22:00,,12100.0,6,9,1,11616.279069767443,False,False,False,True,False,False,True,False,False
2024-10-01,Samuel Torres,06:00,14:00,,8900.0,1,10,0,8968.60465116279,False,False,False,False,False,False,False,True,False
2024-10-01,Julia White,14:00,22:00,,6800.0,1,10,0,6731.395348837209,True,False,False,False,True,False,False,False,False
2024-10-01,Christian Ong,22:00,06:00,,7600.0,1,10,0,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-10-01,Laura Green,06:00,14:00,,7200.0,1,10,0,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-10-01,Jerome Santos,14:00,22:00,,11500.0,1,10,0,11616.279069767443,False,False,False,True,False,True,False,False,False
2024-11-01,Daniel Cruz,22:00,06:00,,7700.0,4,11,0,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-11-01,Emily Johnson,06:00,14:00,,8900.0,4,11,0,8968.60465116279,False,False,False,False,False,False,False,True,False
2024-11-01,Patrick Reyes,14:00,22:00,,7200.0,4,11,0,7226.7441860465115,False,False,True,False,True,False,False,False,False
2024-11-01,Michael Smith,14:00,22:00,,11600.0,4,11,0,11616.279069767443,False,False,False,True,False,True,False,False,False
2024-11-01,Rowena Lim,06:00,14:00,,6600.0,4,11,0,6731.395348837209,True,False,False,False,True,False,False,True,False
2024-12-01,George Brown,14:00,22:00,,9000.0,6,12,1,8968.60465116279,False,False,False,False,False,False,False,False,False
2024-12-01,Janice Uy,22:00,06:00,,7800.0,6,12,1,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-12-01,Anthony Cruz,06:00,14:00,,7200.0,6,12,1,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-12-01,Michelle Parker,14:00,22:00,,12100.0,6,12,1,11616.279069767443,False,False,False,True,False,False,True,False,False
2024-12-01,Victor Santos,06:00,14:00,,6500.0,6,12,1,6731.395348837209,True,False,False,False,True,False,False,True,False
2024-01-02,Juan Dela Cruz,06:00,14:00,,9100.0,1,1,0,8968.60465116279,False,False,False,False,False,False,False,True,False
2024-01-02,Emily Brown,14:00,22:00,,7600.0,1,1,0,7645.3488372093025,False,True,False,False,True,False,False,False,False
2024-01-02,Mark Reyes,22:00,06:00,,6900.0,1,1,0,6731.395348837209,True,False,False,False,False,True,False,False,True
2024-01-02,John Smith,06:00,14:00,,11800.0,1,1,0,11616.279069767443,False,False,False,True,False,True,False,True,False
2024-01-02,Ana Santos,14:00,22:00,,7200.0,1,1,0,7226.7441860465115,False,False,True,False,False,False,False,False,False
2024-02-02,Maria Lopez,06:00,14:00,,9000.0,4,2,0,8968.60465116279,False,False,False,False,False,False,False,True,False
2024-02-02,Robert Johnson,14:00,22:00,,6800.0,4,2,0,6731.395348837209,True,False,False,False,True,False,False,False,False
2024-02-02,Paolo Chua,22:00,06:00,,7700.0,4,2,0,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-02-02,Jessica Miller,06:00,14:00,,7100.0,4,2,0,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-02-02,Carlos Lim,14:00,22:00,,11500.0,4,2,0,11616.279069767443,False,False,False,True,False,True,False,False,False
2024-03-02,Lea Ramos,06:00,14:00,,6500.0,5,3,1,6731.395348837209,True,False,False,False,True,False,False,True,False
2024-03-02,Daniel Carter,14:00,22:00,,9200.0,5,3,1,8968.60465116279,False,False,False,False,False,False,False,False,False
2024-03-02,Jose Tan,22:00,06:00,,7800.0,5,3,1,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-03-02,Michael Davis,06:00,14:00,,11000.0,5,3,1,11616.279069767443,False,False,False,True,False,False,False,True,False
2024-03-02,Grace Villanueva,14:00,22:00,,7200.0,5,3,1,7226.7441860465115,False,False,True,False,True,False,False,False,False
2024-04-02,Kevin Wilson,06:00,14:00,,8900.0,1,4,0,8968.60465116279,False,False,False,False,False,False,False,True,False
2024-04-02,Patricia Gomez,14:00,22:00,,6700.0,1,4,0,6731.395348837209,True,False,False,False,False,True,False,False,False
2024-04-02,Andrew Lee,22:00,06:00,,7600.0,1,4,0,7645.3488372093025,False,True,False,False,True,False,False,False,True
2024-04-02,Michelle Young,06:00,14:00,,7200.0,1,4,0,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-04-02,Francis Cruz,14:00,22:00,,11600.0,1,4,0,11616.279069767443,False,False,False,True,False,True,False,False,False
2024-05-02,Steven Clark,06:00,14:00,,6600.0,3,5,0,6731.395348837209,True,False,False,False,False,True,False,True,False
2024-05-02,Angela Torres,14:00,22:00,,9300.0,3,5,0,8968.60465116279,False,False,False,False,False,False,False,False,False
2024-05-02,Jason Wright,22:00,06:00,,7400.0,3,5,0,7645.3488372093025,False,True,False,False,True,False,False,False,True
2024-05-02,Rowena Santos,06:00,14:00,,7100.0,3,5,0,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-05-02,David Harris,14:00,22:00,,11800.0,3,5,0,11616.279069767443,False,False,False,True,False,True,False,False,False
2024-06-02,Kimberly Evans,06:00,14:00,,8700.0,6,6,1,8968.60465116279,False,False,False,False,True,False,False,True,False
2024-06-02,Joshua King,14:00,22:00,,7000.0,6,6,1,6731.395348837209,True,False,False,False,False,False,False,False,False
2024-06-02,Allan Mendoza,22:00,06:00,,7600.0,6,6,1,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-06-02,Sarah Walker,06:00,14:00,,7200.0,6,6,1,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-06-02,Henry Brooks,14:00,22:00,,12100.0,6,6,1,11616.279069767443,False,False,False,True,False,False,True,False,False
2024-07-02,Christine Flores,06:00,14:00,,6900.0,1,7,0,6731.395348837209,True,False,False,False,False,False,False,True,False
2024-07-02,Thomas Baker,14:00,22:00,,9100.0,1,7,0,8968.60465116279,False,False,False,False,True,False,False,False,False
2024-07-02,Erika Ramos,22:00,06:00,,7800.0,1,7,0,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-07-02,George Parker,06:00,14:00,,7300.0,1,7,0,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-07-02,Marvin Cruz,14:00,22:00,,11900.0,1,7,0,11616.279069767443,False,False,False,True,False,True,False,False,False
2024-08-02,Olivia Carter,06:00,14:00,,8800.0,4,8,0,8968.60465116279,False,False,False,False,False,False,False,True,False
2024-08-02,Patrick Hill,14:00,22:00,,6700.0,4,8,0,6731.395348837209,True,False,False,False,True,False,False,False,False
2024-08-02,Janine Uy,22:00,06:00,,7600.0,4,8,0,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-08-02,Edward Scott,06:00,14:00,,7200.0,4,8,0,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-08-02,Sharon Lim,14:00,22:00,,11300.0,4,8,0,11616.279069767443,False,False,False,True,False,True,False,False,False
2024-09-02,Victor Reyes,06:00,14:00,,6500.0,0,9,0,6731.395348837209,True,False,False,False,True,False,False,True,False
2024-09-02,Isabella Moore,14:00,22:00,,9000.0,0,9,0,8968.60465116279,False,False,False,False,False,False,False,False,False
2024-09-02,Noel Garcia,22:00,06:00,,7700.0,0,9,0,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-09-02,Anthony Perez,06:00,14:00,,7100.0,0,9,0,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-09-02,Rebecca Adams,14:00,22:00,,12100.0,0,9,0,11616.279069767443,False,False,False,True,False,False,True,False,False
2024-10-02,Samuel Torres,06:00,14:00,,8900.0,2,10,0,8968.60465116279,False,False,False,False,False,False,False,True,False
2024-10-02,Julia White,14:00,22:00,,6800.0,2,10,0,6731.395348837209,True,False,False,False,True,False,False,False,False
2024-10-02,Christian Ong,22:00,06:00,,7600.0,2,10,0,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-10-02,Laura Green,06:00,14:00,,7200.0,2,10,0,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-10-02,Jerome Santos,14:00,22:00,,11500.0,2,10,0,11616.279069767443,False,False,False,True,False,True,False,False,False
2024-11-02,Daniel Cruz,22:00,06:00,,7700.0,5,11,1,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-11-02,Emily Johnson,06:00,14:00,,8900.0,5,11,1,8968.60465116279,False,False,False,False,False,False,False,True,False
2024-11-02,Patrick Reyes,14:00,22:00,,7200.0,5,11,1,7226.7441860465115,False,False,True,False,True,False,False,False,False
2024-11-02,Michael Smith,14:00,22:00,,11600.0,5,11,1,11616.279069767443,False,False,False,True,False,True,False,False,False
2024-11-02,Rowena Lim,06:00,14:00,,6600.0,5,11,1,6731.395348837209,True,False,False,False,True,False,False,True,False
2024-12-02,George Brown,14:00,22:00,,9000.0,0,12,0,8968.60465116279,False,False,False,False,False,False,False,False,False
2024-12-02,Janice Uy,22:00,06:00,,7800.0,0,12,0,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-12-02,Anthony Cruz,06:00,14:00,,7200.0,0,12,0,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-12-02,Michelle Parker,14:00,22:00,,12100.0,0,12,0,11616.279069767443,False,False,False,True,False,False,True,False,False
2024-12-02,Victor Santos,06:00,14:00,,6500.0,0,12,0,6731.395348837209,True,False,False,False,True,False,False,True,False
2024-01-03,Juan Dela Cruz,06:00,14:00,,9100.0,2,1,0,8968.60465116279,False,False,False,False,False,False,False,True,False
2024-01-03,Emily Brown,14:00,22:00,,7600.0,2,1,0,7645.3488372093025,False,True,False,False,True,False,False,False,False
2024-01-03,Mark Reyes,22:00,06:00,,6900.0,2,1,0,6731.395348837209,True,False,False,False,False,True,False,False,True
2024-01-03,John Smith,06:00,14:00,,11800.0,2,1,0,11616.279069767443,False,False,False,True,False,True,False,True,False
2024-01-03,Ana Santos,14:00,22:00,,7200.0,2,1,0,7226.7441860465115,False,False,True,False,False,False,False,False,False
2024-02-03,Maria Lopez,06:00,14:00,,9000.0,5,2,1,8968.60465116279,False,False,False,False,False,False,False,True,False
2024-02-03,Robert Johnson,14:00,22:00,,6800.0,5,2,1,6731.395348837209,True,False,False,False,True,False,False,False,False
2024-02-03,Paolo Chua,22:00,06:00,,7700.0,5,2,1,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-02-03,Jessica Miller,06:00,14:00,,7100.0,5,2,1,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-02-03,Carlos Lim,14:00,22:00,,11500.0,5,2,1,11616.279069767443,False,False,False,True,False,True,False,False,False
2024-03-03,Lea Ramos,06:00,14:00,,6500.0,6,3,1,6731.395348837209,True,False,False,False,True,False,False,True,False
2024-03-03,Daniel Carter,14:00,22:00,,9200.0,6,3,1,8968.60465116279,False,False,False,False,False,False,False,False,False
2024-03-03,Jose Tan,22:00,06:00,,7800.0,6,3,1,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-03-03,Michael Davis,06:00,14:00,,11000.0,6,3,1,11616.279069767443,False,False,False,True,False,False,False,True,False
2024-03-03,Grace Villanueva,14:00,22:00,,7200.0,6,3,1,7226.7441860465115,False,False,True,False,True,False,False,False,False
2024-04-03,Kevin Wilson,06:00,14:00,,8900.0,2,4,0,8968.60465116279,False,False,False,False,False,False,False,True,False
2024-04-03,Patricia Gomez,14:00,22:00,,6700.0,2,4,0,6731.395348837209,True,False,False,False,False,True,False,False,False
2024-04-03,Andrew Lee,22:00,06:00,,7600.0,2,4,0,7645.3488372093025,False,True,False,False,True,False,False,False,True
2024-04-03,Michelle Young,06:00,14:00,,7200.0,2,4,0,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-04-03,Francis Cruz,14:00,22:00,,11600.0,2,4,0,11616.279069767443,False,False,False,True,False,True,False,False,False
2024-05-03,Steven Clark,06:00,14:00,,6600.0,4,5,0,6731.395348837209,True,False,False,False,False,True,False,True,False
2024-05-03,Angela Torres,14:00,22:00,,9300.0,4,5,0,8968.60465116279,False,False,False,False,False,False,False,False,False
2024-05-03,Jason Wright,22:00,06:00,,7400.0,4,5,0,7645.3488372093025,False,True,False,False,True,False,False,False,True
2024-05-03,Rowena Santos,06:00,14:00,,7100.0,4,5,0,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-05-03,David Harris,14:00,22:00,,11800.0,4,5,0,11616.279069767443,False,False,False,True,False,True,False,False,False
2024-06-03,Kimberly Evans,06:00,14:00,,8700.0,0,6,0,8968.60465116279,False,False,False,False,True,False,False,True,False
2024-06-03,Joshua King,14:00,22:00,,7000.0,0,6,0,6731.395348837209,True,False,False,False,False,False,False,False,False
2024-06-03,Allan Mendoza,22:00,06:00,,7600.0,0,6,0,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-06-03,Sarah Walker,06:00,14:00,,7200.0,0,6,0,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-06-03,Henry Brooks,14:00,22:00,,12100.0,0,6,0,11616.279069767443,False,False,False,True,False,False,True,False,False
2024-07-03,Christine Flores,06:00,14:00,,6900.0,2,7,0,6731.395348837209,True,False,False,False,False,False,False,True,False
2024-07-03,Thomas Baker,14:00,22:00,,9100.0,2,7,0,8968.60465116279,False,False,False,False,True,False,False,False,False
2024-07-03,Erika Ramos,22:00,06:00,,7800.0,2,7,0,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-07-03,George Parker,06:00,14:00,,7300.0,2,7,0,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-07-03,Marvin Cruz,14:00,22:00,,11900.0,2,7,0,11616.279069767443,False,False,False,True,False,True,False,False,False
2024-08-03,Olivia Carter,06:00,14:00,,8800.0,5,8,1,8968.60465116279,False,False,False,False,False,False,False,True,False
2024-08-03,Patrick Hill,14:00,22:00,,6700.0,5,8,1,6731.395348837209,True,False,False,False,True,False,False,False,False
2024-08-03,Janine Uy,22:00,06:00,,7600.0,5,8,1,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-08-03,Edward Scott,06:00,14:00,,7200.0,5,8,1,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-08-03,Sharon Lim,14:00,22:00,,11300.0,5,8,1,11616.279069767443,False,False,False,True,False,True,False,False,False
2024-09-03,Victor Reyes,06:00,14:00,,6500.0,1,9,0,6731.395348837209,True,False,False,False,True,False,False,True,False
2024-09-03,Isabella Moore,14:00,22:00,,9000.0,1,9,0,8968.60465116279,False,False,False,False,False,False,False,False,False
2024-09-03,Noel Garcia,22:00,06:00,,7700.0,1,9,0,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-09-03,Anthony Perez,06:00,14:00,,7100.0,1,9,0,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-09-03,Rebecca Adams,14:00,22:00,,12100.0,1,9,0,11616.279069767443,False,False,False,True,False,False,True,False,False
2024-10-03,Samuel Torres,06:00,14:00,,8900.0,3,10,0,8968.60465116279,False,False,False,False,False,False,False,True,False
2024-10-03,Julia White,14:00,22:00,,6800.0,3,10,0,6731.395348837209,True,False,False,False,True,False,False,False,False
2024-10-03,Christian Ong,22:00,06:00,,7600.0,3,10,0,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-10-03,Laura Green,06:00,14:00,,7200.0,3,10,0,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-10-03,Jerome Santos,14:00,22:00,,11500.0,3,10,0,11616.279069767443,False,False,False,True,False,True,False,False,False
2024-11-03,Daniel Cruz,22:00,06:00,,7700.0,6,11,1,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-11-03,Emily Johnson,06:00,14:00,,8900.0,6,11,1,8968.60465116279,False,False,False,False,False,False,False,True,False
2024-11-03,Patrick Reyes,14:00,22:00,,7200.0,6,11,1,7226.7441860465115,False,False,True,False,True,False,False,False,False
2024-11-03,Michael Smith,14:00,22:00,,11600.0,6,11,1,11616.279069767443,False,False,False,True,False,True,False,False,False
2024-11-03,Rowena Lim,06:00,14:00,,6600.0,6,11,1,6731.395348837209,True,False,False,False,True,False,False,True,False
2024-12-03,George Brown,14:00,22:00,,9000.0,1,12,0,8968.60465116279,False,False,False,False,False,False,False,False,False
2024-12-03,Janice Uy,22:00,06:00,,7800.0,1,12,0,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-12-03,Anthony Cruz,06:00,14:00,,7200.0,1,12,0,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-12-03,Michelle Parker,14:00,22:00,,12100.0,1,12,0,11616.279069767443,False,False,False,True,False,False,True,False,False
2024-12-03,Victor Santos,06:00,14:00,,6500.0,1,12,0,6731.395348837209,True,False,False,False,True,False,False,True,False
2024-01-04,Juan Dela Cruz,06:00,14:00,,9100.0,3,1,0,8968.60465116279,False,False,False,False,False,False,False,True,False
2024-01-04,Emily Brown,14:00,22:00,,7600.0,3,1,0,7645.3488372093025,False,True,False,False,True,False,False,False,False
2024-01-04,Mark Reyes,22:00,06:00,,6900.0,3,1,0,6731.395348837209,True,False,False,False,False,True,False,False,True
2024-01-04,John Smith,06:00,14:00,,11800.0,3,1,0,11616.279069767443,False,False,False,True,False,True,False,True,False
2024-01-04,Ana Santos,14:00,22:00,,7200.0,3,1,0,7226.7441860465115,False,False,True,False,False,False,False,False,False
2024-02-04,Maria Lopez,06:00,14:00,,9000.0,6,2,1,8968.60465116279,False,False,False,False,False,False,False,True,False
2024-02-04,Robert Johnson,14:00,22:00,,6800.0,6,2,1,6731.395348837209,True,False,False,False,True,False,False,False,False
2024-02-04,Paolo Chua,22:00,06:00,,7700.0,6,2,1,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-02-04,Jessica Miller,06:00,14:00,,7100.0,6,2,1,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-02-04,Carlos Lim,14:00,22:00,,11500.0,6,2,1,11616.279069767443,False,False,False,True,False,True,False,False,False
2024-03-04,Lea Ramos,06:00,14:00,,6500.0,0,3,0,6731.395348837209,True,False,False,False,True,False,False,True,False
2024-03-04,Daniel Carter,14:00,22:00,,9200.0,0,3,0,8968.60465116279,False,False,False,False,False,False,False,False,False
2024-03-04,Jose Tan,22:00,06:00,,7800.0,0,3,0,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-03-04,Michael Davis,06:00,14:00,,11000.0,0,3,0,11616.279069767443,False,False,False,True,False,False,False,True,False
2024-03-04,Grace Villanueva,14:00,22:00,,7200.0,0,3,0,7226.7441860465115,False,False,True,False,True,False,False,False,False
2024-04-04,Kevin Wilson,06:00,14:00,,8900.0,3,4,0,8968.60465116279,False,False,False,False,False,False,False,True,False
2024-04-04,Patricia Gomez,14:00,22:00,,6700.0,3,4,0,6731.395348837209,True,False,False,False,False,True,False,False,False
2024-04-04,Andrew Lee,22:00,06:00,,7600.0,3,4,0,7645.3488372093025,False,True,False,False,True,False,False,False,True
2024-04-04,Michelle Young,06:00,14:00,,7200.0,3,4,0,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-04-04,Francis Cruz,14:00,22:00,,11600.0,3,4,0,11616.279069767443,False,False,False,True,False,True,False,False,False
2024-05-04,Steven Clark,06:00,14:00,,6600.0,5,5,1,6731.395348837209,True,False,False,False,False,True,False,True,False
2024-05-04,Angela Torres,14:00,22:00,,9300.0,5,5,1,8968.60465116279,False,False,False,False,False,False,False,False,False
2024-05-04,Jason Wright,22:00,06:00,,7400.0,5,5,1,7645.3488372093025,False,True,False,False,True,False,False,False,True
2024-05-04,Rowena Santos,06:00,14:00,,7100.0,5,5,1,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-05-04,David Harris,14:00,22:00,,11800.0,5,5,1,11616.279069767443,False,False,False,True,False,True,False,False,False
2024-06-04,Kimberly Evans,06:00,14:00,,8700.0,1,6,0,8968.60465116279,False,False,False,False,True,False,False,True,False
2024-06-04,Joshua King,14:00,22:00,,7000.0,1,6,0,6731.395348837209,True,False,False,False,False,False,False,False,False
2024-06-04,Allan Mendoza,22:00,06:00,,7600.0,1,6,0,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-06-04,Sarah Walker,06:00,14:00,,7200.0,1,6,0,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-06-04,Henry Brooks,14:00,22:00,,12100.0,1,6,0,11616.279069767443,False,False,False,True,False,False,True,False,False
2024-07-04,Christine Flores,06:00,14:00,,6900.0,3,7,0,6731.395348837209,True,False,False,False,False,False,False,True,False
2024-07-04,Thomas Baker,14:00,22:00,,9100.0,3,7,0,8968.60465116279,False,False,False,False,True,False,False,False,False
2024-07-04,Erika Ramos,22:00,06:00,,7800.0,3,7,0,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-07-04,George Parker,06:00,14:00,,7300.0,3,7,0,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-07-04,Marvin Cruz,14:00,22:00,,11900.0,3,7,0,11616.279069767443,False,False,False,True,False,True,False,False,False
2024-08-04,Olivia Carter,06:00,14:00,,8800.0,6,8,1,8968.60465116279,False,False,False,False,False,False,False,True,False
2024-08-04,Patrick Hill,14:00,22:00,,6700.0,6,8,1,6731.395348837209,True,False,False,False,True,False,False,False,False
2024-08-04,Janine Uy,22:00,06:00,,7600.0,6,8,1,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-08-04,Edward Scott,06:00,14:00,,7200.0,6,8,1,7226.7441860465115,False,False,True,False,False,False,False,True,False
2024-08-04,Sharon Lim,14:00,22:00,,11300.0,6,8,1,11616.279069767443,False,False,False,True,False,True,False,False,False
2024-09-04,Victor Reyes,06:00,14:00,,6500.0,2,9,0,6731.395348837209,True,False,False,False,True,False,False,True,False
2024-09-04,Isabella Moore,14:00,22:00,,9000.0,2,9,0,8968.60465116279,False,False,False,False,False,False,False,False,False
2024-09-04,Noel Garcia,22:00,06:00,,7700.0,2,9,0,7645.3488372093025,False,True,False,False,False,True,False,False,True
2024-09-04,Anthony Perez,06:00,14:00,,7100.0,2,9,0,7226.7441860465115,False,False,True,False,False,False,False,True,False
